FSV1,FSV2,FSV3,FSV4,RPM1,RPM22,RPM3,RPM4,CIN1,CIN2,CIN3,CIN4,POW
2.162406,2.10331047217704,2.09842210929906,2.1986025337918,594.088446,547.436839938879,527.780519332407,408.962046235431,31.208133,29.9677805712712,25.2337288925803,31.9311617761865,6.834239
2.255866,2.26387674478945,2.26565440233766,2.37150696852213,406.640511,464.079295658853,365.927796827772,290.140257584116,47.48782,41.7550142438047,33.2326324179415,20.5331151123052,7.118101
2.229976,2.27481235874382,2.22906840418146,2.0000762079909,312.916549,304.925917052565,299.412448354908,281.768911068321,59.902544,55.4325868660019,59.6934001552419,53.4034893375876,6.909476
2.24152,2.26669581028197,2.30525871603656,2.22404295464527,555.817825,528.604347580717,571.334021967328,262.192503723723,28.280132,39.7250547273985,15.2638241498716,37.2343708717414,5.794089
2.215462,2.24123310180921,2.15982617790677,1.96886698556474,451.940428,448.632438359057,475.03704182045,489.921530213206,43.388618,48.1189280893872,50.4541137909401,53.9643676746583,7.228169
1.895272,1.86961788304391,1.90339235362585,1.86427340848837,455.06456,400.14445391844,481.934986250915,441.798466790748,40.929097,41.3554622865066,41.558598298399,67.2185607735359,6.865568
2.023688,1.95454823449638,1.92558084061774,2.05085012117144,404.297412,484.389878300819,430.381062558238,342.483483001728,53.578062,61.162409646494,69.5059986814276,38.547729804503,7.984712
2.418734,2.36493911143146,2.4530031817879,2.59048518026363,454.283527,450.355962216526,523.141126234378,431.698630556266,44.911179,35.9790321449268,44.148724997635,29.5929083336951,7.520604
2.036402,2.0690819219113,2.00551432674686,1.86392346638956,445.692163,463.506038252411,268.364388330047,500.187457451193,48.19054,49.9279808897544,41.9716406367738,59.2711825894732,7.917135
2.247269,2.20388932633885,2.22215102184006,2.21306733518664,529.2627,580.903043598561,571.584358282394,619.292121511995,41.866058,37.3673952901905,34.9747262153584,65.9012675139286,8.167791
2.383803,2.40108211877018,2.51067573590394,2.40988299670197,690.936552,647.93706142546,723.489999793653,613.474430091056,8.369724,7.77543279431857,2.90496878674963,-10.7598111199914,2.131673
2.381095,2.4079442223752,2.33727808274183,2.38320820838262,404.297412,404.585285438408,445.275149684507,365.232913138145,50.650061,53.4392478053691,51.0350014784861,62.572529690038,7.548353
2.165388,2.20439542925682,2.08829036322539,2.114777892589,493.335179,506.191031172928,482.511827564031,345.604918165009,36.829896,45.3778936959064,30.0893789196611,28.7904804086769,6.697517
2.111073,2.12614272012061,2.01221213264808,2.22577377079383,519.109271,692.30788616282,601.27474187413,573.134132506498,35.775815,17.768725596897,21.8926366858793,13.6119500757042,6.845727
2.150438,2.16459910317943,2.19243994692617,2.00081600919037,455.845593,479.778746189966,660.980935122285,299.947435611884,45.496779,52.3934378105067,42.9108829988282,36.5179060557041,7.644863
1.709106,1.73375659104076,1.74437185670429,1.70594436765946,442.568031,511.453459731634,411.981629181627,321.121581215556,47.13646,48.9878925037618,58.4929508855776,67.9818483049406,7.68968
2.315149,2.34041422615227,2.29495713582991,2.50708359402466,397.268115,404.179347181929,400.718386978356,546.664236992902,53.343822,39.6137205691967,57.8719873575259,48.5084157113363,7.811584
2.309569,2.32123616812075,2.48410254950971,2.32990633704097,425.385304,429.989268921025,389.429386706641,431.920911435248,50.298701,50.8326981515712,47.8939734949224,50.3045875811472,7.886976
2.613615,2.55591292631129,2.57562789789913,2.73398168053465,594.869479,533.506361788178,559.869965940793,733.26755975288,27.694532,26.2747378397632,27.8734500900785,26.1377945536995,6.072772
2.229976,2.20795357459385,2.30211095895567,2.19457280799847,273.083866,266.103037260217,223.116944220155,156.786093556881,72.317268,68.5968921863455,67.0830754204615,52.0550100185403,7.279631
2.323495,2.29992232646343,2.31936273139195,2.23559175640342,358.216464,251.060944903693,324.684962039594,263.152090411249,52.523982,42.6044135407312,67.9209433444634,54.5177603917072,6.935447
2.247269,2.23957145743655,2.1822154451347,2.32377053609054,412.107743,391.230512536619,415.174763196651,60.616119289253,50.884301,49.4875291373046,53.9952377866976,41.180141540408,7.729757
2.397298,2.31182440334304,2.41307871366019,2.42286032553504,496.459312,596.704729463959,472.594769052312,518.680619604292,41.514697,42.2912323819237,35.7768838099692,43.2471116810118,7.597257
2.553681,2.57583509724742,2.57297031873052,2.43234632643217,436.319767,468.264059185251,571.505682025218,625.772675364457,48.19054,58.5816593696947,51.5934999637773,51.838150268137,7.750647
2.303975,2.18414224142753,2.36705591516854,2.18854110012706,411.32671,450.994712115235,401.11137475444,408.8425421761,49.59598,50.1725844938637,37.418869690996,64.0047019424291,7.519772
2.227081,2.18558809606405,2.263382472532,2.20721974877148,333.223407,326.619310271479,346.278771145201,368.635862632541,58.965584,56.167634049062,48.6359748235767,51.1376393773188,7.242782
2.227081,2.2627513020952,2.21299365963352,2.30453931065156,373.837124,404.460363177189,490.301894002151,457.551486537616,57.091663,54.3212641471101,48.1057862007113,56.4975882898291,7.867313
2.340097,2.33155180970504,2.39700440700339,2.55092298897838,467.561089,549.885382432339,333.980353144164,443.168933935041,38.586696,38.4185885111329,46.2632264583244,47.5371085418169,6.650392
2.64795,2.65299270871419,2.76247013653014,2.60098655145935,465.21799,483.09014193849,666.845995486206,344.432486638898,34.253255,31.5561104132089,28.7916344148584,13.2982709040256,5.873942
2.238639,2.31323320204261,2.28362479731871,2.33150392411626,430.071502,437.642772981586,340.510948737982,343.410953601914,42.803018,43.4976892558755,49.1177765466278,44.1530233238442,6.78557
2.410718,2.39277935226753,2.38756755644682,2.53572377629333,372.275058,354.943500724733,324.325104115818,322.430480476248,51.235661,51.7618682454432,52.3040166887198,58.8832711790669,7.030846
1.829447,1.82142918697917,1.81749085062169,1.8460944752037,305.887252,337.301084048982,310.956188486896,447.825528823897,56.271823,63.6174378140823,49.6684135186856,39.8062353611293,6.344883
2.095736,2.1016497303019,2.03511600329953,2.28975920090731,442.568031,320.561723858656,510.248449177457,374.335586632905,41.397577,48.5869308219919,30.7273629473854,36.7616808732906,6.753459
2.337338,2.31424277557352,2.22049159795209,2.45725809635528,434.757701,446.115086647936,337.654767088556,641.822038958946,42.100298,48.4816337768205,40.3967498837519,68.3815714634419,6.746892
2.292746,2.31629338964205,2.21222599638343,2.22167154078588,366.026794,329.475070713125,432.126320135237,414.055669017627,54.983502,62.7464643099788,47.549349192249,44.9473981487207,7.418508
2.250138,2.33457848405023,2.33887831869972,2.33955651800982,318.38378,263.2490471751,380.187839015549,214.680570890888,63.299025,71.9288474897198,60.6471000629493,45.0487586376466,7.42881
2.20963,2.17364597913688,2.22714206110518,2.41831459477565,447.254229,522.634150676236,534.899305625172,544.065324957424,48.42478,38.5635595232554,47.4866986213793,44.4004129847804,7.983501
2.138403,2.18305177248132,2.1636803469128,2.34638938855611,393.36295,441.198898872609,393.199088959801,466.884261279011,54.397902,63.7305962063999,59.1666529052728,71.6351770595311,7.887636
1.981808,1.9776819938199,1.95207917184205,1.92715021578568,417.574974,415.808080614178,372.625571738361,570.394552430731,41.163337,29.1250374721634,39.0845642345283,39.4122141479014,6.336017
2.197919,2.16032172606734,2.20621922756018,2.24184386614382,435.538734,391.500465282084,403.578929858772,327.267948438004,51.235661,53.6044687143832,45.8782222322986,58.384548995158,8.225653
2.267277,2.23043189924969,2.19615656665824,2.39161358030243,379.304355,392.273072600959,360.074109164697,459.074912399168,54.515022,62.017788131692,55.3520411738451,65.9202494199813,7.622112
2.247269,2.28351985043203,2.28463446133071,2.27474746458251,495.678279,455.323515982409,554.587199240727,284.792352281551,42.568778,46.6974978559559,45.9164558532631,69.2805740346475,7.7779
2.238639,2.24951889925995,2.19260550200722,2.40868659907096,326.975143,277.651202169186,375.522889350573,220.537565267585,60.839505,68.0540757241589,64.7856923420732,62.2790087514972,7.332831
2.364781,2.36820374401894,2.38957336563649,2.17928376642233,403.516379,360.820750483676,378.171428787369,123.195322413833,53.812302,54.6078785396057,54.7217101796538,50.7055321328172,8.004128
2.275799,2.34375575857848,2.29072932124707,2.42452896707762,429.290469,407.972072398401,458.763052003472,342.645622650002,47.72206,45.4171648824572,55.3530571212953,60.37294303171,7.551647
2.275799,2.30643738527231,2.35448244650806,2.18529675703368,463.655923,416.942595457893,500.560593412086,484.284661832503,43.739978,49.7274112265315,47.9112025640156,24.7286792729686,7.475593
2.334576,2.28733920236357,2.33179604800676,2.3139736401393,434.757701,393.212815061981,363.452099650093,574.925132483759,42.568778,39.6301454596856,38.7742981427547,49.1108753303067,6.821969
2.492305,2.5065918816131,2.5048346136357,2.44505692560755,408.983611,495.519796794736,332.919924830161,149.333850119628,54.749262,48.3942731729334,52.4161269899352,73.7793194773612,8.253829
2.696242,2.717394332523,2.69794024466181,2.79714767895025,409.764644,416.373542778239,485.541326109519,251.803532967116,50.415821,54.4891502431587,58.5320582291489,34.4022787141878,7.615047
2.364781,2.43341743600161,2.30748727483959,2.42483427002584,597.212579,635.967762828068,604.779984829783,447.641082114782,25.703491,31.6323891985711,26.593465079549,6.61414767285644,5.658383
2.468896,2.41370407885827,2.39046989439252,2.63347937492712,349.625101,409.792038969388,285.132394393213,291.570782350162,63.181905,63.3096165262028,52.3974286250049,70.3666258488134,8.142666
2.224182,2.22523084532563,2.21043860236373,2.33543217702595,377.742289,418.358121524535,231.620232522678,239.478939214424,48.30766,40.7677327988109,51.1563281239943,40.1808423453378,6.726403
2.147435,2.22060395094081,2.14385677796448,2.38653613180398,405.859478,430.314877268647,415.307603929338,218.722885549563,53.343822,56.2830824926843,55.666798963382,31.0353076770933,7.980518
2.232868,2.21782484384902,2.31454312749875,2.2764997280416,462.093857,487.219556834057,466.188511713401,385.9061171363,45.496779,38.0039838264598,45.4347537691338,63.5366622213156,7.749651
2.272962,2.34213418279581,2.19032686642153,2.19134899287059,411.32671,411.380338973532,389.958842143493,361.145303012975,48.5419,54.1750362492114,43.1612099010948,42.7462538664986,7.359952
2.227081,2.30265006888366,2.26509340095233,2.28175170295515,430.071502,499.6582001901,552.373013642616,465.25373364131,43.622858,52.4379633729454,39.4377854659618,48.5239005057998,6.915539
2.345605,2.30554468628129,2.30392617268301,2.29639536001049,323.851011,306.648613857773,287.926569218785,202.822230288522,60.253904,53.096116085969,52.924279793911,51.6271287339889,7.192862
2.342852,2.34282015857464,2.38415990881899,2.41273822987174,323.069978,383.843797524614,340.465030089572,497.183762459262,54.749262,56.3172103334912,48.800843124323,52.3080618960366,6.519978
1.701539,1.71194261564845,1.78640448707421,1.81428054034145,555.817825,574.620837121309,523.228535564214,533.269739284654,23.82957,24.5925212913645,23.9487471505679,32.3939513726572,4.882249
2.129332,2.15793289323319,2.09653472895878,2.01642536041556,533.167866,554.682483880265,503.411440151109,545.371077048086,29.217093,35.4811863834853,34.4157353526794,34.783744021731,5.74212
2.315149,2.2765213829737,2.27820040005902,2.4196704864821,479.276584,401.455225875975,476.068823067636,516.718866076244,35.190215,29.112020146154,45.9518928973805,18.4930840631571,6.216979
1.030947,1.03481801108008,1.09428725220603,0.947671275443858,209.039161,189.029147157344,151.443331840517,377.572167725939,75.47951,74.6959802433405,65.7385323887441,67.0235393865354,5.816048
1.797426,1.73598821739439,1.83254455784989,1.69534701232554,402.735346,417.635664741845,389.823404429388,420.745072840144,51.235661,47.0366783624933,69.8868716730194,33.0958743232259,7.606124
2.267277,2.30747955652302,2.24635411287171,2.30681040557968,514.423072,542.366644850162,537.739329042276,316.334925038953,27.811652,28.5799518416541,26.682400347441,18.8343239842608,5.273737
2.247269,2.27149411169949,2.12958785888847,2.08920193936105,501.14551,453.781034597996,581.943416730801,504.121891092009,30.739653,22.1419687809674,29.4145499167401,31.3520564545765,5.678506
2.218373,2.33386935742981,2.19185614849017,2.15811107156501,398.830181,390.319689572156,371.849951256106,487.889350658338,46.199499,45.12086392256,61.5040135300958,43.4857445345017,6.791983
2.267277,2.18418492432956,2.26026520636872,2.24254395027244,484.743816,427.564662558411,492.488729329769,485.246618806966,37.181256,30.4397180341179,29.7626691252495,20.2170316773185,6.643663
2.608673,2.6558056708854,2.60173586039952,2.71157705303024,494.897246,409.048335108912,610.005406572387,325.263003112869,32.847814,36.4043126549603,42.8041453410504,38.408676021399,5.99229
2.774087,2.77467429406278,2.74358013205051,2.7010708818656,489.430014,467.24400292291,470.005269195981,310.015431775638,31.559494,35.1449301013445,43.2399218027365,34.1314578481385,5.693665
2.261579,2.18585036904797,2.23004392700706,2.18455295090832,397.268115,402.994143058265,348.410076577467,340.487923695022,38.001096,37.4637020946452,54.9580575611719,41.1464720855644,5.56482
2.20963,2.24561617562587,2.17973454993229,2.09693147594584,469.123155,437.59069826599,514.543980583616,542.909919508097,41.514697,35.1205091180255,33.1613167642697,74.001898085264,7.178935
2.101884,2.09712346170827,2.17878313851274,2.04558011636879,309.011384,347.123579793812,281.744463520515,552.751730016448,61.893585,56.9068170735812,67.3978255786802,43.3445426085848,7.050037
1.836487,1.87547270344656,1.84407914919532,2.02083999988935,424.604271,435.414022209208,379.739094210519,414.537143500407,47.60494,38.8172531683906,49.9135118609641,35.5269876871248,7.450882
2.303975,2.30901232891276,2.34031521177794,2.31814669411224,348.063035,376.553372653496,387.362858915029,265.016000022345,53.695182,55.846740705691,47.3595957192864,50.4428304058124,6.889132
2.232868,2.23781493635083,2.29830358636776,2.24940010834798,493.335179,483.226009245349,412.211774761471,386.988003481772,39.640777,40.1042795307285,51.1249882028823,11.7301585879142,7.208676
2.135383,2.10717165727243,2.0689684732832,2.13998242744194,232.470151,234.632529614306,204.172137341932,427.923030673343,71.965908,78.0742659144957,67.0059093917432,104.198157833896,6.166877
2.232868,2.23981338224458,2.27585521196033,2.22579650790755,495.678279,480.413636971229,569.023685161244,573.943124347408,41.631817,31.1527606650244,50.6904662926786,44.5558886448997,7.606704
2.200853,2.23274852962984,2.25971102862338,2.29303781677342,427.728403,455.89053399298,440.731440964122,344.443625088333,49.59598,42.4700274986252,47.1840529937105,56.129270078,7.819624
2.32627,2.30425730150799,2.30991515079266,2.21028539327746,331.661341,354.8656487199,422.242838093257,509.649079193341,55.451983,53.485424008742,56.2809323893338,49.4386108482115,6.779274
2.13236,2.09835385638395,2.17441009671053,2.01858077093766,381.647455,324.810404302785,375.713003452773,419.812190441299,55.686223,61.0655413228049,49.8155240294182,56.2712369559419,7.833961
