"","X","TwoFactor1","TwoFactor2","Linear01","Linear02","Linear03","Linear04","Linear05","Linear06","Linear07","Linear08","Linear09","Linear10","Nonlinear1","Nonlinear2","Nonlinear3","classe"
"11",11,-1.38499420167907,-1.07317366099214,0.771038480555864,-0.301203925361248,-0.804452689936739,-0.698652568264201,-0.123500158564944,0.676611127937465,-0.165066638181913,1.25054749723869,-0.798876939915799,0.101890053982035,-0.942318219691515,0.723489925963804,0.501414977479726,"Class1"
"12",12,0.483744008675834,-0.405398542332506,1.27091394675361,-1.38196869174222,-0.203535694629327,1.18647911915076,-0.322574909653591,-0.330172264812127,-2.25195993331836,-1.06628489683807,0.491903972182498,0.318558799419619,0.0930801779031754,0.4252185493242,0.164318023715168,"Class1"
"13",13,0.474936850246757,-0.923172081774062,0.845504641880528,1.52131962002903,0.928400189179567,1.1201370883833,-0.187510804337944,-1.12775127841225,1.55502773926519,0.299274004299079,1.29870563794353,1.21657339025758,0.448357806541026,0.246804340509698,0.978926441865042,"Class1"
"14",14,2.0916329484495,2.08344301268117,1.28432347409478,0.579651930180342,-1.87134242991218,-0.914143706861591,-0.282142210139252,-0.0213852716854332,0.837801005482986,1.62832354290316,-0.741908045924937,-1.21609907006417,0.0793386297300458,0.75076310406439,0.990125474520028,"Class2"
"15",15,-2.15867712872525,-2.53660323681921,-1.5885810236574,-0.772529186744378,-1.21932439961595,-0.867942631582089,0.606097980641825,0.849847150450525,-1.08935972608739,0.343092302970886,-0.297189957851703,0.0751793232474309,0.512619566172361,0.118674645666033,0.365313732763752,"Class2"
"16",16,-0.134864575989035,-0.220916886823332,-0.890741047886837,0.861633379045895,-0.197256273314834,-1.45830623374475,1.7498537658422,-1.67108940692287,0.400250955474108,-0.826368464977218,0.602799096301596,-1.45023092785708,-0.0113341067917645,0.908498625503853,0.112862503388897,"Class2"
"17",17,-1.07744789639945,-0.317674769857781,-1.25865831964648,-0.00993597849416026,-0.73676688442251,0.137737113575868,-0.779660382093048,0.646272656064601,-1.22020370198325,0.230612237497273,-1.66669106547889,-1.58633165062109,0.551519685424864,0.630692900624126,0.336397789185867,"Class1"
"18",18,2.58800167050286,1.13245490602943,-0.386988790505733,0.0480047273533335,1.80516129434372,0.145938475019116,1.00228643099509,-1.7144365495483,-0.162980226071496,-2.19188621197677,-0.723855422201841,-0.601707826062895,0.53072008676827,0.331416310975328,0.340389047283679,"Class2"
"19",19,-0.28959955099109,1.08408284385308,0.0155916312427855,-0.315899725258032,-0.716884323963181,-0.798568200442822,-1.89216266706244,-1.19787404527636,0.560139813163888,-0.200221544766908,-1.10661345774457,-0.493962078459163,-0.816955028101802,0.561957511352375,0.24652267806232,"Class1"
"20",20,0.38211574249827,0.484649831061039,-1.28490413681537,-0.315385167991927,-0.241773099637516,-0.62147239740917,-0.0505362963795075,-0.569173819801784,0.013933143593035,0.402168006598764,-0.129974515849457,-1.20992018792223,0.0753106256015599,0.41566081577912,0.0150108742527664,"Class1"
"21",21,-1.44124041820042,-1.65628871891776,-1.71237836167218,1.25209757658254,0.226101997760394,0.79831410274243,-1.12143276044751,-0.241125607618802,0.405546228826538,-0.331193592623993,-1.16925530005869,0.22370365763662,-0.909949562512338,0.73168582841754,0.536080143414438,"Class1"
"22",22,0.803486766855051,-1.82034615647163,0.852084278903377,-0.455079780421198,-0.268443869833384,1.8130384965984,-0.473753803300402,0.622274951452176,1.73274205774562,0.302382922349635,-0.0824032774799471,-0.412587971440487,-0.863852072972804,0.789349925005808,0.950882337521762,"Class1"
"23",23,-0.0227485016235064,-1.38285351896701,-0.26870693485277,-0.0402915377334506,-0.516722860361023,0.0382590126372763,0.990314382023125,-0.101602071696639,-2.20060132177953,1.81571645406745,-0.346741693161096,-1.11119968591771,0.367306436412036,0.289946221746504,0.470860634464771,"Class1"
"24",24,-0.969668497548703,1.07140196889159,-2.13243469506185,-0.528396351538213,0.394415799978444,0.763853409108281,-0.677258058939782,0.204500518508417,-1.455465226197,0.473285500829243,-0.238706484795327,-1.11381643836985,0.283927797339857,0.575401318958029,0.385876964544877,"Class2"
"25",25,0.961369403552107,0.528596435004579,0.482421971791988,-0.410643640205909,0.32094506867351,0.254682658468236,0.349299939117753,0.276607221860978,1.04326080119239,0.942077330904722,0.36645532405726,0.494138424815541,-0.0567882675677538,0.811641283100471,0.248603665269911,"Class1"
"26",26,1.2660397403874,1.20397340482538,-0.185015809565758,1.96780072923852,-0.741702506088716,-1.78919882919071,-0.212276539577065,-1.68327442123907,0.669622882596526,0.39769288700125,1.36969229770304,-1.27610458315222,0.536616321653128,0.573102528462186,0.714735453482717,"Class2"
"27",27,-0.774576916772986,-0.335656416523428,0.0648151160499254,-2.02163762826113,-3.00044836428189,-0.460544464771897,-1.53830844277991,-0.565397637957152,0.915389246355268,-1.57488656182215,-0.680331679581759,-0.2046069254211,-0.0422965362668037,0.500486326403916,0.199921488761902,"Class1"
"28",28,2.03684221130363,2.4397299106697,0.33246204935084,-0.660041822301131,0.762115988901632,0.342224328261232,-0.438656146785327,-1.09461980331204,-1.04826901118219,-1.40681490181568,1.18240117318846,-0.986938587830982,-0.260720362886786,0.597145912237465,0.116944557754323,"Class2"
"29",29,0.632176630288994,1.65375382864444,1.41036202787001,0.0539191726261872,0.422181348689696,-0.606281952709257,1.49644696269576,-0.861715043810603,1.56933089946552,-0.731643957666175,1.42612988011643,-0.11897264601113,-0.824534607119858,0.967744962545112,0.524529558606446,"Class2"
"30",30,2.01386574777585,1.6514636536296,-0.560841895589692,0.473902469772029,-0.14212517400302,0.0840970098002907,1.24030005200729,1.92470858634,0.673585033407999,-0.589947687448803,0.322459594750741,-0.668883816233348,0.389986084774137,0.939798910170794,0.630291142268106,"Class2"
"31",31,-1.15561048314333,-1.72256975954955,-0.68537473252112,0.0496459419509278,-0.345514387580128,-1.24634767004689,-0.0231677511821409,-1.43275072165676,-0.388771980411513,-0.408373271045535,-0.547985687533004,0.928330949633659,0.00798853160813451,0.594963967101648,0.535677664447576,"Class2"
"32",32,-2.05055996691271,-2.34461963757328,0.527349610551604,0.673726463247916,-0.00694663385233093,-1.78658154053212,0.176164599428261,0.861978176780698,0.197274535001662,-0.687625787940495,-0.623117737596049,-0.512631346714084,-0.411190842278302,0.925723786465824,0.801588627742603,"Class2"
"33",33,-0.274906925650608,-2.14606619070714,-0.15420877441719,-0.665119640289411,-1.87214950671003,-0.175969713702179,0.778269182776678,0.00274732336479741,-0.523346103732136,2.82867132314332,-1.6650843579455,0.419919810629415,-0.781288048718125,0.622162705054507,0.0363273043185472,"Class1"
"34",34,-0.805501070116099,1.08298543733807,0.793639046567841,-1.4134198316329,-1.01318106153953,1.73961614767641,-1.26568519882062,1.19286456965648,-0.763039040272726,-0.732696363476326,1.10418235830064,1.9740794816789,0.500262188259512,0.197377404896542,0.860844342038035,"Class1"
"35",35,0.678223420352545,0.600871665990901,0.923184767294031,-1.99669938175652,0.460861071636106,-0.141548985176266,1.03129223511289,0.232908770147375,-0.337461413730488,0.0036917572174891,-1.94653941278355,-1.46185780063897,0.399743368383497,0.535362722817808,0.317953750723973,"Class2"
"36",36,0.542606866297478,-0.243789566988566,-0.459035998382711,-0.84102746448604,0.0980937664256429,0.0441061758234082,0.0440270479082244,-0.384407564265939,0.319272588982921,0.524723256961208,-1.02131248411919,0.174551839040986,0.718163969926536,0.490252368152142,0.218108713394031,"Class1"
"37",37,-0.445295987817801,0.895168243651435,-0.689475123457652,1.69332398753011,0.20968044791199,0.116722702767193,-2.30749727265879,0.269362874702671,-0.686208779339193,0.751290045184005,0.649268023507397,-0.673488872058582,0.858536568004638,0.291375676169991,0.463845119113103,"Class1"
"38",38,0.956434118361371,0.704645237585312,0.557428845657926,-0.267028260465807,-0.935852161369403,-0.451070505336643,1.32452195155177,-0.0762716186143853,-0.880532400886749,0.107878230822119,-0.649113985961878,-1.98896172465901,0.380811634473503,0.487021946115419,0.799249476287514,"Class2"
"39",39,-2.90090612907816,-2.8440767412449,-0.173712582224598,-0.57381771141699,0.234854785386035,0.423855050708751,0.732037952344731,1.69632907508035,0.863433473160291,0.131413552135363,0.532844366854332,-0.301443804054322,0.00799496984109282,0.429019446717575,0.0620344786439091,"Class2"
"40",40,0.610742348433833,3.11513970346791,0.308916441997373,0.446457508144973,-0.854851859189623,0.803541703051145,0.320545328808183,-1.98770586863091,0.83550394499797,-1.53949505819444,0.438828848636624,-0.261385233331526,-0.153466497547925,0.113415258936584,0.211495761293918,"Class2"
"41",41,-0.0606835006469613,-0.297425724449715,-0.430131969539752,-0.46438554726847,0.418756854333039,0.590640851870791,1.03881462888373,-0.204824282374259,1.65840159981081,1.02172012541361,-0.914104119397845,0.544098902876615,-0.287938601803035,0.422125297132879,0.936963884159923,"Class1"
"42",42,-2.79476095235918,-2.04793508444319,-0.694353380301577,0.507643472453217,-0.920223511798897,0.275085572188003,1.41796775448852,0.386244531137339,-0.0996332655430336,0.539769526503373,0.550818600536125,-0.352427345701792,-0.147098380606622,0.804016672074795,0.0919656448531896,"Class2"
"43",43,1.50867038988715,0.255702739448091,-0.093241003171113,0.990337088407641,-2.49338548948057,-1.8309050172316,-0.709785133727485,-0.499126230474264,1.06444380696043,0.948172352786066,-0.309999706974112,1.34219648618987,0.992516946513206,0.231342977378517,0.881858876440674,"Class1"
"44",44,-0.304823926570886,-1.70330468287827,1.69197266279508,-0.37851897143645,-0.445052617627964,-0.981137236629589,0.55052706094288,0.95147554886866,-1.77200903272416,-0.465667339468889,-0.893662467535334,-0.480671094804749,0.564968799706548,0.482952593127266,0.900970914401114,"Class1"
"45",45,-1.05092154952191,-0.497543414450938,0.142566263209862,1.00427184239637,0.600395168623571,-0.0598158342126408,-0.555205026756966,-0.822382960266944,0.978680681627033,-1.44347783788219,0.676102855081278,-0.708897379911778,-0.304701441433281,0.410248845582828,0.600444967625663,"Class2"
"46",46,1.10877192410548,0.609705287628624,-0.549921213237948,1.91317187122305,0.485397802737969,0.710903299126706,-0.497068868463583,1.34829064788083,0.566584094077049,1.38159347204053,0.424974060843351,1.52543428520144,-0.790675352793187,0.464520104462281,0.979233652586117,"Class1"
"47",47,-1.05870586525194,-1.9112882743569,0.508973329024401,3.20627156311562,0.826599205251696,0.303005819409791,-0.425027988180263,0.226543374263119,0.85202513005674,-1.085120839052,-0.93234886560033,0.282088903206802,0.499610838480294,0.0625211279839277,0.410889704013243,"Class1"
"48",48,-0.757858281349414,-1.68099096799665,1.8568989640678,-0.557821764856033,-0.221177908677196,1.37086397729793,0.257280923311406,0.522588699315036,-1.10737796175436,0.610215508659568,-1.20639339721965,0.759227466060673,0.503272900823504,0.329431924270466,0.208350827917457,"Class1"
"49",49,-1.74435360010023,-0.883089910800016,0.531133618330827,-2.41891246183362,-0.141551729479234,1.30844046820461,0.483182793140761,1.10750901446656,-0.735521340884793,1.03075464915484,1.17732069241772,0.694595131505229,-0.482132846489549,0.382383666234091,0.153687791200355,"Class1"
"50",50,-0.993852124017333,0.292363252652967,0.313328506328674,0.548391446204415,-0.489593510611175,-1.68124364967288,-0.65392921345114,-0.84060470878964,-0.169643340020051,-1.34307833619072,1.50694161897685,-0.667587925645191,-0.937608824577183,0.823617082787678,0.488857288379222,"Class2"
"51",51,-0.295244447148987,-1.29053317718441,-0.0606880062475771,0.718531496458276,-1.80231080634256,-0.327213678566164,-0.744502137971428,0.302698459642021,-0.54704946803496,1.58151763110801,-0.0841373528012694,0.250461789956578,0.243635315448046,0.974303285125643,0.0700117393862456,"Class1"
"52",52,1.81922926187262,2.86076305338672,-0.531890044872022,-1.38326483792391,0.786591015033829,-0.506062756928242,0.935204969817268,-0.663414454525957,-0.084308200695979,-1.25627563829325,-0.426813002883243,0.504061231540719,-0.302870844956487,0.858056812779978,0.386828460730612,"Class2"
"53",53,-0.642982430943265,0.932991130071825,-1.2250853044014,-1.25916357945721,-1.06882326592205,0.638188852335672,1.61853914638417,-0.347732837218879,-0.179090104287962,-0.451962620261816,-0.350862248445122,-0.346765603673655,-0.88695805799216,0.634561361046508,0.0720890627708286,"Class2"
"54",54,-1.39267497417839,-0.230963757637212,-0.0661056246164381,1.28121615038083,-0.812749458003355,-0.906756970739263,-0.246268320335172,0.0171223740855326,-1.56285667857871,0.626034638621391,-0.699604800332832,0.0224924504879875,0.209785703569651,0.613764789886773,0.34919553482905,"Class1"
"55",55,0.557701369157811,0.317744357468542,-1.05427974188012,-0.19442924844604,-1.07476485482358,-0.406228710652093,-0.885340733227401,1.02842649670035,-0.608744275540678,2.38065026599428,1.21105845473425,-0.499601974691785,0.878789235837758,0.505786442663521,0.899653994245455,"Class1"
"56",56,0.186830357442998,-0.403212143426129,0.209700087418598,0.0418138990724978,0.545913019884918,0.143139435938515,-0.997405703426832,2.57938945612475,0.678553980287643,0.0600912858058747,0.0550494927961109,-0.629192911263896,-0.257448862306774,0.136531747411937,0.625125127611682,"Class1"
"57",57,0.200721406806397,0.624613491233815,-0.0941513331305722,-1.2805953687079,-0.457535310519562,-0.586685320392805,-1.22463078597375,0.87252302783024,1.09811104399226,-1.38217282512579,-0.817632269618278,-1.46802063090905,-0.696557535324246,0.946925797499716,0.494626766769215,"Class2"
"58",58,-0.682965035866291,0.280108921876192,0.779066438711099,0.717539821213473,-0.877152759777821,0.186131922298669,0.767044539660274,0.232494530297644,-0.068003852099665,0.19609330099727,-1.71742779445058,0.784166691470774,-0.897849839646369,0.0834453226998448,0.103764831554145,"Class1"
"59",59,2.43004767038725,3.99953625424848,1.7307784360465,-1.40491543029518,0.0542851182704062,-1.53153105383793,-0.289575121020209,0.932911956008602,-0.535856483648181,0.785122255779198,1.11983310172443,-0.868062132028665,0.289050466381013,0.913045777706429,0.0872323114890605,"Class2"
"60",60,-1.36418867723396,-0.236604036621591,-1.66699907875542,0.919619811814563,-0.515069386939265,0.981885287918066,1.829863091254,-0.482704554787325,0.177727123986525,-0.54401772682201,-0.631227862082385,-0.6382821530082,0.35176356928423,0.208936671493575,0.240317384712398,"Class2"
"61",61,-1.26690151422065,-1.42521049582799,-0.571396300164061,-0.243025108679772,-0.214405554690838,-0.652003196939291,-0.677042654159275,-2.21815811120465,-1.25637652455028,-0.31208023862951,-0.176071186679317,-0.829140090138018,-0.88379159104079,0.226102795219049,0.220738855656236,"Class1"
"62",62,0.343622277875005,-1.84288385686451,-0.977676956007631,-0.433862636665892,-1.45215733100879,-1.07139471663801,-2.35229709997861,0.0507307795102435,-0.921818208767101,-1.83254286894661,-0.333849985798744,0.529391492823585,-0.201101088430732,0.217960225185379,0.30604934040457,"Class1"
"63",63,2.23815581206825,1.8210415620124,-1.72754435382193,-0.0231327633054254,-0.399528611251579,0.0068709289385783,-1.08697754004433,2.42611830649867,0.432016493577615,0.509859585903662,0.741267744957001,-1.6176674977624,0.375948826782405,0.775856006192043,0.948012337554246,"Class1"
"64",64,1.09608175906675,0.109165501580359,0.624818704045962,1.08985794938945,-0.383732516453432,0.459953338054397,-0.0923916243015751,-0.143370475238247,0.0506281548479642,-0.0413202432062282,-0.106154911302398,-0.755651910429085,0.0237227259203792,0.889380877139047,0.825524015584961,"Class1"
"65",65,0.329377179509871,-0.938161441040046,1.44956240577888,1.66526254783914,0.240250112121886,-1.48119617168383,-1.61352265487788,-0.44017984484855,-0.995995822396367,-2.25008926285292,-0.683239493488937,-0.830300726322237,-0.0314820758067071,0.618083280976862,0.544516465626657,"Class1"
"66",66,-1.05991654967154,-1.32869763509119,0.645719453381086,0.830733110933058,0.509011830599512,-0.762092438943567,-0.891186587031394,1.19855084868199,-0.683707503564967,0.0954632577760499,0.968145452027435,-0.260618925708126,0.988097503315657,0.325951504055411,0.903401116607711,"Class1"
"67",67,-0.290963514231049,-0.544393420279405,-2.02681636152233,-0.0270782945570834,-1.18687276687276,-0.247401558392943,0.626384963434086,2.00473470718091,0.92420146930022,1.36472841500551,1.07351231173827,1.26632334929952,0.617937866132706,0.0536909566726536,0.980495792580768,"Class1"
"68",68,-1.64412310390445,0.443312256843955,0.707606839560385,1.26312930714296,-1.44241834393972,0.288857607649103,0.582008956362853,0.537784300447991,1.05108035159032,-0.12055560827782,1.12837771986101,-0.925053158236186,0.421452281530946,0.468125900952145,0.562673155684024,"Class2"
"69",69,0.149138480204438,-0.88334019267475,0.46213173938987,-1.38645449647955,0.410661494673224,0.849934440679227,0.815861541114249,2.78484541253954,0.713567052318997,0.29471349200063,-0.628600582253643,1.01287002468142,-0.676883990876377,0.464451576815918,0.325136382365599,"Class1"
"70",70,0.410709376612708,-0.716661300203622,-0.0192777645174532,0.283718928735539,-0.476549454441212,-0.471636875071869,0.662877711206182,-0.942651415973206,0.120162944446983,-0.132771248373041,-0.540052915158422,-1.9234520871075,0.528968898579478,0.21398049662821,0.0686327121220529,"Class1"
"71",71,0.775961279664632,-1.18797415768089,1.10002957293045,0.358222114906398,-1.50488784326866,2.1367965392732,-0.896322901052208,0.678962261294767,0.748237605755781,-0.0692488996576455,-0.562457687075166,0.0474581633320145,-0.600251726340503,0.559541999129578,0.969919377937913,"Class1"
"72",72,-0.609609688630568,-0.675070931839159,1.86351541960634,0.0432326166286836,-0.275125991157889,-1.19166815367158,-2.27011955583758,-1.3864220055616,-0.679146807808277,1.74526202596521,0.865259294413338,0.222779922593095,0.383905907161534,0.189384681871161,0.428719598101452,"Class2"
"73",73,-2.0778353135394,-0.554932615419804,1.28357698410116,0.201902945642098,1.50320765479986,0.932639454301876,0.503829140270575,-1.11430852236073,0.158597766049785,-2.36127368407253,0.933579357494544,0.968748478790368,0.814515105914325,0.0764162032864988,0.316887141671032,"Class2"
"74",74,0.547318006227375,1.05141188101149,-1.1543003849828,-0.671541533585901,-0.876108554666268,-0.891375671365118,-0.488375115656091,0.57430652607818,0.241326051414953,-0.255236319951312,-0.0927156650546432,-1.23092508353016,0.954085796140134,0.669593692291528,0.91654813173227,"Class2"
"75",75,-1.2288121671468,0.898763516719304,0.0273137564330969,-0.662148109120693,-0.732998933186291,0.101556834374782,1.09587233777137,1.28552870181374,-1.3995635802274,0.332855557589984,-0.690434763008406,-1.06262185364408,0.28442861745134,0.132451408775523,0.587505436502397,"Class2"
"76",76,-0.962877155606742,0.598708605978441,0.0212020933104643,0.0986591628931867,-1.53504283502125,0.53051984290511,1.03674602516084,-1.47732740292711,-0.856299863868478,-1.39987945131593,0.637408347308967,-0.231701819139707,0.89094016700983,0.275547083932906,0.411410535918549,"Class2"
"77",77,-0.462135931922202,0.859856297250819,1.72816991279746,1.82017451260609,1.57708459468342,-1.30155786455391,-0.474745041191638,2.55391792422122,0.521040829569971,2.06756540709349,1.01701166844205,0.938601784331808,0.0350440582260489,0.796266585355625,0.360306696267799,"Class1"
"78",78,-2.33007001198135,-1.52727715592864,-0.0965597194126086,-1.63295031503886,-0.0344150658357028,0.0720426896335026,-2.30871705086138,0.429038578067603,0.498128083447252,-0.0608062453612138,-0.356989610650255,-1.12773489667315,0.149881463963538,0.954350688727573,0.705144058680162,"Class2"
"79",79,-0.00747933559829195,1.1212510747566,0.379814174383407,-0.579416963641865,0.414529136819444,0.774728860030503,-1.061461765986,0.660736836959521,0.0896617440083032,0.491424503556214,0.0360956489036533,-1.02310805940881,-0.0481200120411813,0.678622808773071,0.742122235009447,"Class1"
"80",80,-0.866453223715862,1.19481785896089,-0.269511022457404,0.023143540852293,0.228160873711642,1.16551441552059,0.609131625733351,-0.206865769093856,-0.233363117009342,1.22004580634479,1.41358251845486,-1.62148978957409,0.129584234207869,0.460569281131029,0.76536225550808,"Class2"
"81",81,-1.35760744044371,-0.780660843784777,-0.367698604597335,-2.01552497865136,0.620616368970814,-0.60486329751976,-0.91905533628712,0.562459239234197,1.38610278245181,0.0152583592809666,0.183124948989013,2.7812290774548,-0.62441165279597,0.0222946584690362,0.554762467276305,"Class2"
"82",82,-1.22692941180753,-0.661594303317234,0.9792792254051,-1.53813392058962,0.708347827589371,-2.1207879508721,-1.06890153557537,-0.733968377883439,0.0917703799734456,0.0168687886847251,0.659399730276119,-0.336356229100108,-0.825070349499583,0.0246314185205847,0.88407788448967,"Class2"
"83",83,-1.29582119698802,-1.1280942172747,-0.0974125590770691,-0.321069987330301,0.235245621278722,0.473632503230335,-1.87796506447146,0.289563482620617,-0.902051062829373,0.251922087298382,1.01522023389344,-0.158954347672107,-0.591218901798129,0.490786919835955,0.138765579788014,"Class1"
"84",84,2.22033167563755,-0.600350364352673,-0.128589322059485,-0.680301629516865,-0.109689966756786,-0.706981712354237,-2.78040411627761,-0.36867894476095,-0.517156618512276,1.71092688931523,-0.253228739382733,0.213291097673328,-0.666836851276457,0.623162888921797,0.74168046284467,"Class1"
"85",85,-1.38662938480013,-1.04940830543311,-0.0586148332010896,-0.136631761493118,-0.600044337438046,-0.194513199805261,-2.19458027172679,0.801488125972046,0.818681347192491,0.449275681619019,-1.24595975258364,0.458904012858614,0.964391218498349,0.443680701311678,0.769416595809162,"Class1"
"86",86,1.25191626236093,0.816617031039246,-0.0367243512202155,-1.73303024339154,0.578184045957707,-1.07257939545494,0.302274382339812,1.48096459348888,-0.84238414436462,-0.129524053645764,-0.0156836114671262,0.0577606826901603,0.803008537273854,0.98215491278097,0.541734890313819,"Class2"
"87",87,-1.42883077319627,-1.20149901384287,0.220256345035446,-0.202899857949399,0.0570981549268797,-0.547702638631029,0.809861638393992,-0.51527497890534,0.093463615696315,-1.16710736595201,-0.113549975134187,-0.368043058576157,-0.846068494487554,0.0757329994812608,0.409641246777028,"Class2"
"88",88,0.891869217915247,2.08956173460194,-0.933833794437912,0.924625858536791,1.18836725841065,0.369109267270584,0.400680699710401,-1.41782373646706,-2.19985341903224,-1.92374726516206,-0.342052676697742,0.301714715833855,-0.92379377130419,0.0852177077904344,0.442469232250005,"Class2"
"89",89,0.537210970589784,-0.169836955215141,0.947291934416405,0.225467727963548,-1.80043812987228,0.207158645844853,1.79560462727628,1.51368066483304,0.180234457830887,-0.416654232889795,-0.477513670757731,0.175341909064155,-0.0679832445457578,0.235363417770714,0.694807052612305,"Class1"
"90",90,2.02280668682951,3.48897559770471,-0.593337980518866,-0.937763571712912,-0.122509292978031,0.831726134174619,0.139177323851463,1.57252956532113,-0.0992996306525717,1.30597298914443,-0.349605653763493,-0.260100754529771,0.675948276184499,0.212043195264414,0.764026827877387,"Class2"
"91",91,1.69425906342687,1.96711100897806,-0.641198810827397,-1.5612392750124,2.09141479299235,0.700126935753916,0.0998421721010579,0.921922860697581,0.128524257065749,0.186028101984002,0.0747116876267137,-0.457029556258946,0.757260455749929,0.318661623867229,0.0488839370664209,"Class2"
"92",92,1.36877926491703,-0.894607211397373,0.203954498975289,0.907941234505587,-0.903053810230331,0.362090171339539,1.45806620347973,-0.65944647441045,2.05548341412979,-0.554961133067461,-0.537715112911894,-1.94844170240043,-0.375008613802493,0.451300422893837,0.789691853802651,"Class1"
"93",93,1.23943677862179,-0.343707669010059,-1.1794282634653,-0.41255197387593,-0.998899305368223,0.816837899369538,0.17779657376742,-1.33560963435451,0.198307722871246,-1.08592135294849,1.26221565460333,0.119787029810324,-0.18676007958129,0.857322525931522,0.613600648473948,"Class1"
"94",94,-0.994466138380707,-0.0980453537726598,0.416903450377543,0.805936055500666,-0.58543922348153,0.216262460842631,1.00757996960383,0.359838352871958,-1.13122740170452,1.64573527812657,-0.612564920966553,1.69267246345665,0.270084510557353,0.656441049650311,0.628803992178291,"Class1"
"95",95,-2.80427464828765,-1.21082788782026,0.652348933068328,-1.55923040442725,0.083677864474196,-0.677994890390638,-0.33705392553762,1.10060749494143,0.377913382768378,-1.24882175756606,0.548887460636191,0.916277420319995,-0.72466580523178,0.748120532603934,0.221489812247455,"Class2"
"96",96,2.22311792644684,2.68354605269995,-1.31697870863148,0.078719757395912,1.73058954905965,0.309790789483881,0.443868610215072,-1.1594073097717,2.04669657276374,0.418904462711285,-0.557309898835886,1.33808814797099,-0.414272110909224,0.919854149455205,0.926042316714302,"Class2"
"97",97,0.0223312673470234,0.0899756966507428,0.0061274686484689,1.30721517555402,-0.0476590435738448,-0.386430469462043,1.68463822685188,-2.75833942943886,-0.0449147617920917,0.302635001394216,-3.1691391232114,1.76837267512353,-0.227163095958531,0.786711585707963,0.870848143007606,"Class1"
"98",98,0.441570552640609,0.11592456002213,1.39568282563131,-0.683329217190202,1.21206284218991,0.712491818795626,0.305561276271506,1.31036654416704,0.387600305916809,-0.523039769409096,0.455525504082007,-0.538629419463661,0.333343218546361,0.105397193925455,0.204937374452129,"Class2"
"99",99,1.31114985381583,3.24660682437488,0.540123724271934,0.874365544942886,0.459722928554232,2.03252903425255,0.0191022489013347,1.24858933548779,-0.297941990559289,0.0798214072067012,1.47694418895054,-0.4868296589873,-0.541817741468549,0.735152794513851,0.856054371222854,"Class2"
